guid,Category
ynat-v1_dev_04556,2
ynat-v1_dev_04557,2
ynat-v1_dev_04558,3
ynat-v1_dev_04559,2
ynat-v1_dev_04560,2
ynat-v1_dev_04561,3
ynat-v1_dev_04562,6
ynat-v1_dev_04563,5
ynat-v1_dev_04564,2
ynat-v1_dev_04565,4
ynat-v1_dev_04566,4
ynat-v1_dev_04567,1
ynat-v1_dev_04568,2
ynat-v1_dev_04569,2
ynat-v1_dev_04570,2
ynat-v1_dev_04571,2
ynat-v1_dev_04572,4
ynat-v1_dev_04573,1
ynat-v1_dev_04574,6
ynat-v1_dev_04575,6
ynat-v1_dev_04576,6
ynat-v1_dev_04577,0
ynat-v1_dev_04578,1
ynat-v1_dev_04579,3
ynat-v1_dev_04580,4
ynat-v1_dev_04581,6
ynat-v1_dev_04582,3
ynat-v1_dev_04583,3
ynat-v1_dev_04584,6
ynat-v1_dev_04585,2
ynat-v1_dev_04586,5
ynat-v1_dev_04587,2
ynat-v1_dev_04588,3
ynat-v1_dev_04589,1
ynat-v1_dev_04590,3
ynat-v1_dev_04591,4
ynat-v1_dev_04592,3
ynat-v1_dev_04593,3
ynat-v1_dev_04594,5
ynat-v1_dev_04595,1
ynat-v1_dev_04596,2
ynat-v1_dev_04597,6
ynat-v1_dev_04598,3
ynat-v1_dev_04599,5
ynat-v1_dev_04600,2
ynat-v1_dev_04601,3
ynat-v1_dev_04602,2
ynat-v1_dev_04603,2
ynat-v1_dev_04604,6
ynat-v1_dev_04605,3
ynat-v1_dev_04606,3
ynat-v1_dev_04607,2
ynat-v1_dev_04608,2
ynat-v1_dev_04609,3
ynat-v1_dev_04610,0
ynat-v1_dev_04611,2
ynat-v1_dev_04612,2
ynat-v1_dev_04613,2
ynat-v1_dev_04614,2
ynat-v1_dev_04615,0
ynat-v1_dev_04616,5
ynat-v1_dev_04617,2
ynat-v1_dev_04618,2
ynat-v1_dev_04619,2
ynat-v1_dev_04620,5
ynat-v1_dev_04621,2
ynat-v1_dev_04622,1
ynat-v1_dev_04623,5
ynat-v1_dev_04624,5
ynat-v1_dev_04625,4
ynat-v1_dev_04626,4
ynat-v1_dev_04627,4
ynat-v1_dev_04628,6
ynat-v1_dev_04629,3
ynat-v1_dev_04630,2
ynat-v1_dev_04631,2
ynat-v1_dev_04632,2
ynat-v1_dev_04633,2
ynat-v1_dev_04634,1
ynat-v1_dev_04635,2
ynat-v1_dev_04636,2
ynat-v1_dev_04637,1
ynat-v1_dev_04638,1
ynat-v1_dev_04639,2
ynat-v1_dev_04640,6
ynat-v1_dev_04641,2
ynat-v1_dev_04642,3
ynat-v1_dev_04643,2
ynat-v1_dev_04644,1
ynat-v1_dev_04645,6
ynat-v1_dev_04646,1
ynat-v1_dev_04647,4
ynat-v1_dev_04648,3
ynat-v1_dev_04649,2
ynat-v1_dev_04650,3
ynat-v1_dev_04651,2
ynat-v1_dev_04652,3
ynat-v1_dev_04653,2
ynat-v1_dev_04654,1
ynat-v1_dev_04655,2
ynat-v1_dev_04656,2
ynat-v1_dev_04657,3
ynat-v1_dev_04658,2
ynat-v1_dev_04659,2
ynat-v1_dev_04660,2
ynat-v1_dev_04661,2
ynat-v1_dev_04662,2
ynat-v1_dev_04663,1
ynat-v1_dev_04664,4
ynat-v1_dev_04665,2
ynat-v1_dev_04666,2
ynat-v1_dev_04667,1
ynat-v1_dev_04668,5
ynat-v1_dev_04669,4
ynat-v1_dev_04670,4
ynat-v1_dev_04671,1
ynat-v1_dev_04672,1
ynat-v1_dev_04673,0
ynat-v1_dev_04674,3
ynat-v1_dev_04675,1
ynat-v1_dev_04676,1
ynat-v1_dev_04677,2
ynat-v1_dev_04678,1
ynat-v1_dev_04679,1
ynat-v1_dev_04680,4
ynat-v1_dev_04681,2
ynat-v1_dev_04682,0
ynat-v1_dev_04683,2
ynat-v1_dev_04684,1
ynat-v1_dev_04685,2
ynat-v1_dev_04686,2
ynat-v1_dev_04687,5
ynat-v1_dev_04688,0
ynat-v1_dev_04689,2
ynat-v1_dev_04690,2
ynat-v1_dev_04691,5
ynat-v1_dev_04692,4
ynat-v1_dev_04693,4
ynat-v1_dev_04694,3
ynat-v1_dev_04695,6
ynat-v1_dev_04696,0
ynat-v1_dev_04697,2
ynat-v1_dev_04698,1
ynat-v1_dev_04699,5
ynat-v1_dev_04700,1
ynat-v1_dev_04701,2
ynat-v1_dev_04702,2
ynat-v1_dev_04703,0
ynat-v1_dev_04704,4
ynat-v1_dev_04705,5
ynat-v1_dev_04706,2
ynat-v1_dev_04707,4
ynat-v1_dev_04708,2
ynat-v1_dev_04709,4
ynat-v1_dev_04710,6
ynat-v1_dev_04711,2
ynat-v1_dev_04712,1
ynat-v1_dev_04713,2
ynat-v1_dev_04714,1
ynat-v1_dev_04715,2
ynat-v1_dev_04716,5
ynat-v1_dev_04717,3
ynat-v1_dev_04718,1
ynat-v1_dev_04719,2
ynat-v1_dev_04720,4
ynat-v1_dev_04721,2
ynat-v1_dev_04722,2
ynat-v1_dev_04723,6
ynat-v1_dev_04724,2
ynat-v1_dev_04725,3
ynat-v1_dev_04726,2
ynat-v1_dev_04727,5
ynat-v1_dev_04728,1
ynat-v1_dev_04729,1
ynat-v1_dev_04730,6
ynat-v1_dev_04731,6
ynat-v1_dev_04732,3
ynat-v1_dev_04733,1
ynat-v1_dev_04734,5
ynat-v1_dev_04735,0
ynat-v1_dev_04736,3
ynat-v1_dev_04737,4
ynat-v1_dev_04738,2
ynat-v1_dev_04739,3
ynat-v1_dev_04740,0
ynat-v1_dev_04741,2
ynat-v1_dev_04742,2
ynat-v1_dev_04743,1
ynat-v1_dev_04744,3
ynat-v1_dev_04745,2
ynat-v1_dev_04746,2
ynat-v1_dev_04747,5
ynat-v1_dev_04748,6
ynat-v1_dev_04749,0
ynat-v1_dev_04750,2
ynat-v1_dev_04751,3
ynat-v1_dev_04752,3
ynat-v1_dev_04753,1
ynat-v1_dev_04754,5
ynat-v1_dev_04755,2
ynat-v1_dev_04756,3
ynat-v1_dev_04757,3
ynat-v1_dev_04758,1
ynat-v1_dev_04759,2
ynat-v1_dev_04760,4
ynat-v1_dev_04761,1
ynat-v1_dev_04762,2
ynat-v1_dev_04763,2
ynat-v1_dev_04764,1
ynat-v1_dev_04765,4
ynat-v1_dev_04766,6
ynat-v1_dev_04767,2
ynat-v1_dev_04768,5
ynat-v1_dev_04769,4
ynat-v1_dev_04770,3
ynat-v1_dev_04771,4
ynat-v1_dev_04772,0
ynat-v1_dev_04773,1
ynat-v1_dev_04774,3
ynat-v1_dev_04775,6
ynat-v1_dev_04776,6
ynat-v1_dev_04777,2
ynat-v1_dev_04778,0
ynat-v1_dev_04779,6
ynat-v1_dev_04780,6
ynat-v1_dev_04781,3
ynat-v1_dev_04782,2
ynat-v1_dev_04783,2
ynat-v1_dev_04784,3
ynat-v1_dev_04785,2
ynat-v1_dev_04786,1
ynat-v1_dev_04787,2
ynat-v1_dev_04788,1
ynat-v1_dev_04789,0
ynat-v1_dev_04790,6
ynat-v1_dev_04791,0
ynat-v1_dev_04792,4
ynat-v1_dev_04793,1
ynat-v1_dev_04794,1
ynat-v1_dev_04795,4
ynat-v1_dev_04796,5
ynat-v1_dev_04797,1
ynat-v1_dev_04798,0
ynat-v1_dev_04799,1
ynat-v1_dev_04800,6
ynat-v1_dev_04801,2
ynat-v1_dev_04802,3
ynat-v1_dev_04803,5
ynat-v1_dev_04804,2
ynat-v1_dev_04805,1
ynat-v1_dev_04806,2
ynat-v1_dev_04807,2
ynat-v1_dev_04808,3
ynat-v1_dev_04809,2
ynat-v1_dev_04810,1
ynat-v1_dev_04811,0
ynat-v1_dev_04812,1
ynat-v1_dev_04813,0
ynat-v1_dev_04814,3
ynat-v1_dev_04815,2
ynat-v1_dev_04816,2
ynat-v1_dev_04817,3
ynat-v1_dev_04818,3
ynat-v1_dev_04819,1
ynat-v1_dev_04820,1
ynat-v1_dev_04821,1
ynat-v1_dev_04822,3
ynat-v1_dev_04823,2
ynat-v1_dev_04824,1
ynat-v1_dev_04825,2
ynat-v1_dev_04826,0
ynat-v1_dev_04827,2
ynat-v1_dev_04828,3
ynat-v1_dev_04829,6
ynat-v1_dev_04830,0
ynat-v1_dev_04831,4
ynat-v1_dev_04832,6
ynat-v1_dev_04833,4
ynat-v1_dev_04834,2
ynat-v1_dev_04835,6
ynat-v1_dev_04836,2
ynat-v1_dev_04837,2
ynat-v1_dev_04838,2
ynat-v1_dev_04839,2
ynat-v1_dev_04840,1
ynat-v1_dev_04841,1
ynat-v1_dev_04842,2
ynat-v1_dev_04843,4
ynat-v1_dev_04844,4
ynat-v1_dev_04845,2
ynat-v1_dev_04846,2
ynat-v1_dev_04847,2
ynat-v1_dev_04848,2
ynat-v1_dev_04849,5
ynat-v1_dev_04850,4
ynat-v1_dev_04851,2
ynat-v1_dev_04852,2
ynat-v1_dev_04853,0
ynat-v1_dev_04854,6
ynat-v1_dev_04855,2
ynat-v1_dev_04856,5
ynat-v1_dev_04857,2
ynat-v1_dev_04858,2
ynat-v1_dev_04859,2
ynat-v1_dev_04860,2
ynat-v1_dev_04861,5
ynat-v1_dev_04862,2
ynat-v1_dev_04863,1
ynat-v1_dev_04864,1
ynat-v1_dev_04865,3
ynat-v1_dev_04866,2
ynat-v1_dev_04867,3
ynat-v1_dev_04868,1
ynat-v1_dev_04869,2
ynat-v1_dev_04870,1
ynat-v1_dev_04871,2
ynat-v1_dev_04872,6
ynat-v1_dev_04873,2
ynat-v1_dev_04874,2
ynat-v1_dev_04875,2
ynat-v1_dev_04876,2
ynat-v1_dev_04877,3
ynat-v1_dev_04878,4
ynat-v1_dev_04879,2
ynat-v1_dev_04880,4
ynat-v1_dev_04881,6
ynat-v1_dev_04882,4
ynat-v1_dev_04883,2
ynat-v1_dev_04884,4
ynat-v1_dev_04885,2
ynat-v1_dev_04886,1
ynat-v1_dev_04887,0
ynat-v1_dev_04888,1
ynat-v1_dev_04889,5
ynat-v1_dev_04890,5
ynat-v1_dev_04891,3
ynat-v1_dev_04892,6
ynat-v1_dev_04893,4
ynat-v1_dev_04894,0
ynat-v1_dev_04895,3
ynat-v1_dev_04896,2
ynat-v1_dev_04897,5
ynat-v1_dev_04898,3
ynat-v1_dev_04899,2
ynat-v1_dev_04900,2
ynat-v1_dev_04901,4
ynat-v1_dev_04902,2
ynat-v1_dev_04903,3
ynat-v1_dev_04904,3
ynat-v1_dev_04905,2
ynat-v1_dev_04906,0
ynat-v1_dev_04907,2
ynat-v1_dev_04908,2
ynat-v1_dev_04909,2
ynat-v1_dev_04910,4
ynat-v1_dev_04911,2
ynat-v1_dev_04912,4
ynat-v1_dev_04913,3
ynat-v1_dev_04914,3
ynat-v1_dev_04915,4
ynat-v1_dev_04916,2
ynat-v1_dev_04917,1
ynat-v1_dev_04918,2
ynat-v1_dev_04919,1
ynat-v1_dev_04920,4
ynat-v1_dev_04921,1
ynat-v1_dev_04922,2
ynat-v1_dev_04923,2
ynat-v1_dev_04924,3
ynat-v1_dev_04925,2
ynat-v1_dev_04926,3
ynat-v1_dev_04927,2
ynat-v1_dev_04928,2
ynat-v1_dev_04929,6
ynat-v1_dev_04930,5
ynat-v1_dev_04931,3
ynat-v1_dev_04932,2
ynat-v1_dev_04933,2
ynat-v1_dev_04934,2
ynat-v1_dev_04935,3
ynat-v1_dev_04936,2
ynat-v1_dev_04937,2
ynat-v1_dev_04938,2
ynat-v1_dev_04939,1
ynat-v1_dev_04940,0
ynat-v1_dev_04941,2
ynat-v1_dev_04942,2
ynat-v1_dev_04943,2
ynat-v1_dev_04944,1
ynat-v1_dev_04945,4
ynat-v1_dev_04946,2
ynat-v1_dev_04947,3
ynat-v1_dev_04948,2
ynat-v1_dev_04949,2
ynat-v1_dev_04950,3
ynat-v1_dev_04951,1
ynat-v1_dev_04952,3
ynat-v1_dev_04953,1
ynat-v1_dev_04954,2
ynat-v1_dev_04955,6
ynat-v1_dev_04956,3
ynat-v1_dev_04957,2
ynat-v1_dev_04958,5
ynat-v1_dev_04959,2
ynat-v1_dev_04960,2
ynat-v1_dev_04961,2
ynat-v1_dev_04962,2
ynat-v1_dev_04963,3
ynat-v1_dev_04964,1
ynat-v1_dev_04965,3
ynat-v1_dev_04966,4
ynat-v1_dev_04967,3
ynat-v1_dev_04968,4
ynat-v1_dev_04969,6
ynat-v1_dev_04970,3
ynat-v1_dev_04971,2
ynat-v1_dev_04972,2
ynat-v1_dev_04973,3
ynat-v1_dev_04974,2
ynat-v1_dev_04975,1
ynat-v1_dev_04976,4
ynat-v1_dev_04977,2
ynat-v1_dev_04978,5
ynat-v1_dev_04979,3
ynat-v1_dev_04980,2
ynat-v1_dev_04981,2
ynat-v1_dev_04982,2
ynat-v1_dev_04983,1
ynat-v1_dev_04984,1
ynat-v1_dev_04985,3
ynat-v1_dev_04986,3
ynat-v1_dev_04987,4
ynat-v1_dev_04988,0
ynat-v1_dev_04989,3
ynat-v1_dev_04990,0
ynat-v1_dev_04991,5
ynat-v1_dev_04992,1
ynat-v1_dev_04993,4
ynat-v1_dev_04994,3
ynat-v1_dev_04995,5
ynat-v1_dev_04996,3
ynat-v1_dev_04997,0
ynat-v1_dev_04998,1
ynat-v1_dev_04999,2
ynat-v1_dev_05000,3
ynat-v1_dev_05001,2
ynat-v1_dev_05002,5
ynat-v1_dev_05003,4
ynat-v1_dev_05004,4
ynat-v1_dev_05005,2
ynat-v1_dev_05006,6
ynat-v1_dev_05007,3
ynat-v1_dev_05008,2
ynat-v1_dev_05009,2
ynat-v1_dev_05010,2
ynat-v1_dev_05011,2
ynat-v1_dev_05012,2
ynat-v1_dev_05013,2
ynat-v1_dev_05014,0
ynat-v1_dev_05015,3
ynat-v1_dev_05016,3
ynat-v1_dev_05017,1
ynat-v1_dev_05018,6
ynat-v1_dev_05019,1
ynat-v1_dev_05020,1
ynat-v1_dev_05021,3
ynat-v1_dev_05022,2
ynat-v1_dev_05023,2
ynat-v1_dev_05024,2
ynat-v1_dev_05025,2
ynat-v1_dev_05026,2
ynat-v1_dev_05027,4
ynat-v1_dev_05028,4
ynat-v1_dev_05029,3
ynat-v1_dev_05030,3
ynat-v1_dev_05031,3
ynat-v1_dev_05032,2
ynat-v1_dev_05033,1
ynat-v1_dev_05034,3
ynat-v1_dev_05035,2
ynat-v1_dev_05036,3
ynat-v1_dev_05037,1
ynat-v1_dev_05038,6
ynat-v1_dev_05039,2
ynat-v1_dev_05040,2
ynat-v1_dev_05041,2
ynat-v1_dev_05042,2
ynat-v1_dev_05043,1
ynat-v1_dev_05044,4
ynat-v1_dev_05045,5
ynat-v1_dev_05046,2
ynat-v1_dev_05047,3
ynat-v1_dev_05048,2
ynat-v1_dev_05049,5
ynat-v1_dev_05050,2
ynat-v1_dev_05051,3
ynat-v1_dev_05052,2
ynat-v1_dev_05053,2
ynat-v1_dev_05054,2
ynat-v1_dev_05055,2
ynat-v1_dev_05056,0
ynat-v1_dev_05057,4
ynat-v1_dev_05058,3
ynat-v1_dev_05059,2
ynat-v1_dev_05060,1
ynat-v1_dev_05061,2
ynat-v1_dev_05062,4
ynat-v1_dev_05063,4
ynat-v1_dev_05064,4
ynat-v1_dev_05065,3
ynat-v1_dev_05066,0
ynat-v1_dev_05067,2
ynat-v1_dev_05068,4
ynat-v1_dev_05069,0
ynat-v1_dev_05070,3
ynat-v1_dev_05071,2
ynat-v1_dev_05072,1
ynat-v1_dev_05073,2
ynat-v1_dev_05074,2
ynat-v1_dev_05075,5
ynat-v1_dev_05076,4
ynat-v1_dev_05077,0
ynat-v1_dev_05078,3
ynat-v1_dev_05079,5
ynat-v1_dev_05080,2
ynat-v1_dev_05081,3
ynat-v1_dev_05082,2
ynat-v1_dev_05083,5
ynat-v1_dev_05084,2
ynat-v1_dev_05085,2
ynat-v1_dev_05086,0
ynat-v1_dev_05087,0
ynat-v1_dev_05088,1
ynat-v1_dev_05089,2
ynat-v1_dev_05090,2
ynat-v1_dev_05091,4
ynat-v1_dev_05092,2
ynat-v1_dev_05093,1
ynat-v1_dev_05094,1
ynat-v1_dev_05095,5
ynat-v1_dev_05096,6
ynat-v1_dev_05097,1
ynat-v1_dev_05098,5
ynat-v1_dev_05099,2
ynat-v1_dev_05100,2
ynat-v1_dev_05101,5
ynat-v1_dev_05102,1
ynat-v1_dev_05103,2
ynat-v1_dev_05104,5
ynat-v1_dev_05105,2
ynat-v1_dev_05106,3
ynat-v1_dev_05107,1
ynat-v1_dev_05108,5
ynat-v1_dev_05109,3
ynat-v1_dev_05110,3
ynat-v1_dev_05111,4
ynat-v1_dev_05112,2
ynat-v1_dev_05113,3
ynat-v1_dev_05114,2
ynat-v1_dev_05115,2
ynat-v1_dev_05116,2
ynat-v1_dev_05117,4
ynat-v1_dev_05118,6
ynat-v1_dev_05119,4
ynat-v1_dev_05120,3
ynat-v1_dev_05121,1
ynat-v1_dev_05122,2
ynat-v1_dev_05123,2
ynat-v1_dev_05124,2
ynat-v1_dev_05125,3
ynat-v1_dev_05126,2
ynat-v1_dev_05127,2
ynat-v1_dev_05128,3
ynat-v1_dev_05129,4
ynat-v1_dev_05130,3
ynat-v1_dev_05131,2
ynat-v1_dev_05132,2
ynat-v1_dev_05133,2
ynat-v1_dev_05134,2
ynat-v1_dev_05135,3
ynat-v1_dev_05136,2
ynat-v1_dev_05137,3
ynat-v1_dev_05138,2
ynat-v1_dev_05139,3
ynat-v1_dev_05140,2
ynat-v1_dev_05141,2
ynat-v1_dev_05142,1
ynat-v1_dev_05143,2
ynat-v1_dev_05144,2
ynat-v1_dev_05145,3
ynat-v1_dev_05146,6
ynat-v1_dev_05147,6
ynat-v1_dev_05148,1
ynat-v1_dev_05149,2
ynat-v1_dev_05150,2
ynat-v1_dev_05151,6
ynat-v1_dev_05152,2
ynat-v1_dev_05153,2
ynat-v1_dev_05154,1
ynat-v1_dev_05155,4
ynat-v1_dev_05156,3
ynat-v1_dev_05157,2
ynat-v1_dev_05158,4
ynat-v1_dev_05159,3
ynat-v1_dev_05160,1
ynat-v1_dev_05161,0
ynat-v1_dev_05162,1
ynat-v1_dev_05163,3
ynat-v1_dev_05164,2
ynat-v1_dev_05165,2
ynat-v1_dev_05166,1
ynat-v1_dev_05167,4
ynat-v1_dev_05168,2
ynat-v1_dev_05169,2
ynat-v1_dev_05170,1
ynat-v1_dev_05171,3
ynat-v1_dev_05172,4
ynat-v1_dev_05173,2
ynat-v1_dev_05174,3
ynat-v1_dev_05175,1
ynat-v1_dev_05176,3
ynat-v1_dev_05177,2
ynat-v1_dev_05178,2
ynat-v1_dev_05179,2
ynat-v1_dev_05180,2
ynat-v1_dev_05181,2
ynat-v1_dev_05182,2
ynat-v1_dev_05183,2
ynat-v1_dev_05184,2
ynat-v1_dev_05185,2
ynat-v1_dev_05186,3
ynat-v1_dev_05187,2
ynat-v1_dev_05188,2
ynat-v1_dev_05189,2
ynat-v1_dev_05190,3
ynat-v1_dev_05191,5
ynat-v1_dev_05192,2
ynat-v1_dev_05193,3
ynat-v1_dev_05194,2
ynat-v1_dev_05195,2
ynat-v1_dev_05196,2
ynat-v1_dev_05197,3
ynat-v1_dev_05198,2
ynat-v1_dev_05199,4
ynat-v1_dev_05200,3
ynat-v1_dev_05201,2
ynat-v1_dev_05202,2
ynat-v1_dev_05203,2
ynat-v1_dev_05204,1
ynat-v1_dev_05205,2
ynat-v1_dev_05206,6
ynat-v1_dev_05207,0
ynat-v1_dev_05208,4
ynat-v1_dev_05209,2
ynat-v1_dev_05210,5
ynat-v1_dev_05211,4
ynat-v1_dev_05212,1
ynat-v1_dev_05213,2
ynat-v1_dev_05214,6
ynat-v1_dev_05215,1
ynat-v1_dev_05216,2
ynat-v1_dev_05217,0
ynat-v1_dev_05218,2
ynat-v1_dev_05219,2
ynat-v1_dev_05220,2
ynat-v1_dev_05221,1
ynat-v1_dev_05222,0
ynat-v1_dev_05223,2
ynat-v1_dev_05224,1
ynat-v1_dev_05225,1
ynat-v1_dev_05226,1
ynat-v1_dev_05227,6
ynat-v1_dev_05228,4
ynat-v1_dev_05229,2
ynat-v1_dev_05230,5
ynat-v1_dev_05231,2
ynat-v1_dev_05232,3
ynat-v1_dev_05233,2
ynat-v1_dev_05234,4
ynat-v1_dev_05235,5
ynat-v1_dev_05236,3
ynat-v1_dev_05237,2
ynat-v1_dev_05238,2
ynat-v1_dev_05239,6
ynat-v1_dev_05240,2
ynat-v1_dev_05241,4
ynat-v1_dev_05242,1
ynat-v1_dev_05243,6
ynat-v1_dev_05244,4
ynat-v1_dev_05245,2
ynat-v1_dev_05246,4
ynat-v1_dev_05247,6
ynat-v1_dev_05248,2
ynat-v1_dev_05249,2
ynat-v1_dev_05250,2
ynat-v1_dev_05251,5
ynat-v1_dev_05252,1
ynat-v1_dev_05253,6
ynat-v1_dev_05254,6
ynat-v1_dev_05255,2
ynat-v1_dev_05256,3
ynat-v1_dev_05257,4
ynat-v1_dev_05258,6
ynat-v1_dev_05259,2
ynat-v1_dev_05260,5
ynat-v1_dev_05261,5
ynat-v1_dev_05262,1
ynat-v1_dev_05263,3
ynat-v1_dev_05264,2
ynat-v1_dev_05265,1
ynat-v1_dev_05266,3
ynat-v1_dev_05267,2
ynat-v1_dev_05268,2
ynat-v1_dev_05269,2
ynat-v1_dev_05270,3
ynat-v1_dev_05271,3
ynat-v1_dev_05272,5
ynat-v1_dev_05273,1
ynat-v1_dev_05274,1
ynat-v1_dev_05275,0
ynat-v1_dev_05276,1
ynat-v1_dev_05277,0
ynat-v1_dev_05278,2
ynat-v1_dev_05279,4
ynat-v1_dev_05280,2
ynat-v1_dev_05281,0
ynat-v1_dev_05282,3
ynat-v1_dev_05283,0
ynat-v1_dev_05284,2
ynat-v1_dev_05285,2
ynat-v1_dev_05286,2
ynat-v1_dev_05287,1
ynat-v1_dev_05288,1
ynat-v1_dev_05289,6
ynat-v1_dev_05290,2
ynat-v1_dev_05291,1
ynat-v1_dev_05292,5
ynat-v1_dev_05293,2
ynat-v1_dev_05294,2
ynat-v1_dev_05295,3
ynat-v1_dev_05296,0
ynat-v1_dev_05297,3
ynat-v1_dev_05298,2
ynat-v1_dev_05299,6
ynat-v1_dev_05300,2
ynat-v1_dev_05301,2
ynat-v1_dev_05302,2
ynat-v1_dev_05303,2
ynat-v1_dev_05304,2
ynat-v1_dev_05305,2
ynat-v1_dev_05306,2
ynat-v1_dev_05307,0
ynat-v1_dev_05308,4
ynat-v1_dev_05309,6
ynat-v1_dev_05310,6
ynat-v1_dev_05311,2
ynat-v1_dev_05312,1
ynat-v1_dev_05313,2
ynat-v1_dev_05314,2
ynat-v1_dev_05315,2
ynat-v1_dev_05316,2
ynat-v1_dev_05317,3
ynat-v1_dev_05318,2
ynat-v1_dev_05319,6
ynat-v1_dev_05320,2
ynat-v1_dev_05321,2
ynat-v1_dev_05322,2
ynat-v1_dev_05323,3
ynat-v1_dev_05324,1
ynat-v1_dev_05325,1
ynat-v1_dev_05326,0
ynat-v1_dev_05327,2
ynat-v1_dev_05328,3
ynat-v1_dev_05329,0
ynat-v1_dev_05330,0
ynat-v1_dev_05331,3
ynat-v1_dev_05332,1
ynat-v1_dev_05333,2
ynat-v1_dev_05334,0
ynat-v1_dev_05335,2
ynat-v1_dev_05336,1
ynat-v1_dev_05337,1
ynat-v1_dev_05338,3
ynat-v1_dev_05339,1
ynat-v1_dev_05340,1
ynat-v1_dev_05341,1
ynat-v1_dev_05342,2
ynat-v1_dev_05343,5
ynat-v1_dev_05344,6
ynat-v1_dev_05345,2
ynat-v1_dev_05346,3
ynat-v1_dev_05347,4
ynat-v1_dev_05348,4
ynat-v1_dev_05349,3
ynat-v1_dev_05350,3
ynat-v1_dev_05351,4
ynat-v1_dev_05352,3
ynat-v1_dev_05353,3
ynat-v1_dev_05354,2
ynat-v1_dev_05355,2
ynat-v1_dev_05356,1
ynat-v1_dev_05357,2
ynat-v1_dev_05358,2
ynat-v1_dev_05359,1
ynat-v1_dev_05360,2
ynat-v1_dev_05361,3
ynat-v1_dev_05362,6
ynat-v1_dev_05363,3
ynat-v1_dev_05364,2
ynat-v1_dev_05365,3
ynat-v1_dev_05366,6
ynat-v1_dev_05367,3
ynat-v1_dev_05368,0
ynat-v1_dev_05369,6
ynat-v1_dev_05370,3
ynat-v1_dev_05371,1
ynat-v1_dev_05372,6
ynat-v1_dev_05373,3
ynat-v1_dev_05374,0
ynat-v1_dev_05375,2
ynat-v1_dev_05376,2
ynat-v1_dev_05377,3
ynat-v1_dev_05378,2
ynat-v1_dev_05379,2
ynat-v1_dev_05380,2
ynat-v1_dev_05381,4
ynat-v1_dev_05382,0
ynat-v1_dev_05383,2
ynat-v1_dev_05384,2
ynat-v1_dev_05385,6
ynat-v1_dev_05386,2
ynat-v1_dev_05387,4
ynat-v1_dev_05388,5
ynat-v1_dev_05389,5
ynat-v1_dev_05390,3
ynat-v1_dev_05391,1
ynat-v1_dev_05392,2
ynat-v1_dev_05393,2
ynat-v1_dev_05394,2
ynat-v1_dev_05395,2
ynat-v1_dev_05396,2
ynat-v1_dev_05397,3
ynat-v1_dev_05398,2
ynat-v1_dev_05399,6
ynat-v1_dev_05400,4
ynat-v1_dev_05401,2
ynat-v1_dev_05402,2
ynat-v1_dev_05403,2
ynat-v1_dev_05404,4
ynat-v1_dev_05405,2
ynat-v1_dev_05406,2
ynat-v1_dev_05407,2
ynat-v1_dev_05408,1
ynat-v1_dev_05409,3
ynat-v1_dev_05410,1
ynat-v1_dev_05411,2
ynat-v1_dev_05412,6
ynat-v1_dev_05413,2
ynat-v1_dev_05414,3
ynat-v1_dev_05415,2
ynat-v1_dev_05416,6
ynat-v1_dev_05417,2
ynat-v1_dev_05418,3
ynat-v1_dev_05419,2
ynat-v1_dev_05420,1
ynat-v1_dev_05421,2
ynat-v1_dev_05422,2
ynat-v1_dev_05423,2
ynat-v1_dev_05424,2
ynat-v1_dev_05425,2
ynat-v1_dev_05426,2
ynat-v1_dev_05427,6
ynat-v1_dev_05428,1
ynat-v1_dev_05429,1
ynat-v1_dev_05430,6
ynat-v1_dev_05431,0
ynat-v1_dev_05432,2
ynat-v1_dev_05433,3
ynat-v1_dev_05434,2
ynat-v1_dev_05435,2
ynat-v1_dev_05436,3
ynat-v1_dev_05437,2
ynat-v1_dev_05438,0
ynat-v1_dev_05439,1
ynat-v1_dev_05440,2
ynat-v1_dev_05441,1
ynat-v1_dev_05442,4
ynat-v1_dev_05443,2
ynat-v1_dev_05444,1
ynat-v1_dev_05445,4
ynat-v1_dev_05446,6
ynat-v1_dev_05447,2
ynat-v1_dev_05448,5
ynat-v1_dev_05449,0
ynat-v1_dev_05450,3
ynat-v1_dev_05451,3
ynat-v1_dev_05452,0
ynat-v1_dev_05453,0
ynat-v1_dev_05454,6
ynat-v1_dev_05455,5
ynat-v1_dev_05456,2
ynat-v1_dev_05457,0
ynat-v1_dev_05458,1
ynat-v1_dev_05459,0
ynat-v1_dev_05460,1
ynat-v1_dev_05461,2
ynat-v1_dev_05462,2
ynat-v1_dev_05463,4
ynat-v1_dev_05464,2
ynat-v1_dev_05465,2
ynat-v1_dev_05466,0
ynat-v1_dev_05467,1
ynat-v1_dev_05468,2
ynat-v1_dev_05469,3
ynat-v1_dev_05470,2
ynat-v1_dev_05471,0
ynat-v1_dev_05472,2
ynat-v1_dev_05473,3
ynat-v1_dev_05474,0
ynat-v1_dev_05475,2
ynat-v1_dev_05476,2
ynat-v1_dev_05477,6
ynat-v1_dev_05478,1
ynat-v1_dev_05479,6
ynat-v1_dev_05480,4
ynat-v1_dev_05481,2
ynat-v1_dev_05482,2
ynat-v1_dev_05483,5
ynat-v1_dev_05484,2
ynat-v1_dev_05485,0
ynat-v1_dev_05486,1
ynat-v1_dev_05487,6
